image_id,mission,instrument,body,filter,exposure_s,timestamp_utc,target_body_from_metadata,source_url,sha256,local_path,instrument_verified,state_verified
co-iss-n1596021953,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:47:37.274,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596021953_1_full.png,5476f0f68f793e67ea5d1fc31ab9769854c542fbfccfad8b8e1e32505d22ce63,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596021953.png,true,position_only
co-iss-n1596022013,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:48:37.273,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022013_1_full.png,3d6a8fbc7dcb617d01bdff00ad75953707cac26230b289d263caf80f6f200270,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022013.png,true,position_only
co-iss-n1596022058,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:49:22.273,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022058_1_full.png,ad8b97d89dc68f58d9aca460206290a7006f0f8b381d82abb7b25267ed533626,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022058.png,true,position_only
co-iss-n1596022118,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:50:22.273,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022118_1_full.png,dfb98d17d41a40b0ac626d0673af660b762e261afd342ae23d2058ff7089fc44,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022118.png,true,position_only
co-iss-n1596022242,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:52:26.272,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022242_1_full.png,0b60e34a2e557fa1f2a72f4459eef06170c6b75a24f7ce108e00db433d444804,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022242.png,true,position_only
co-iss-n1596022302,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:53:26.271,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022302_1_full.png,788df3d878e13024152ec499de977b0dd76d39356c6700100a993be0a27568ee,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022302.png,true,position_only
co-iss-n1596022347,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:54:11.271,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022347_1_full.png,1c8224bd68807fd8b3540d25a6afea25bf7a649c73b78c0b276d8ed6f7cf509d,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022347.png,true,position_only
co-iss-n1596022407,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:55:11.270,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022407_1_full.png,7d1818eacfe23450d060c9c4ae3b5d51d5058589d9eaaad93febe382c790a1e8,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022407.png,true,position_only
co-iss-n1596022452,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:55:56.270,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022452_1_full.png,478b2fbc0a5061b6e43f0e9f2a3a2ddaa47ffa456592cac7256795d35f6f9b33,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022452.png,true,position_only
co-iss-n1596022512,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:56:56.270,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022512_1_full.png,9abcacd8df98d7c35f09b88d4a96441c5429bcfffe361148683f7f7d18b1a6c0,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022512.png,true,position_only
co-iss-n1596022651,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T10:59:15.269,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022651_1_full.png,a7b9b0834e7e3e867ada67e40b77e40c92788c1f240e2fe3f8a6678cc7f80ae0,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022651.png,true,position_only
co-iss-n1596022696,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:00:00.268,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022696_1_full.png,21a043562462adf7381d6219ad271b575d207cb20e18d8f1d137e3b3ea1d0d7e,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022696.png,true,position_only
co-iss-n1596022756,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:01:00.268,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022756_1_full.png,99f23e50807d53c47e06f16492c9cdabb22cf7ed00b0be640ca8c3be9d85d187,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022756.png,true,position_only
co-iss-n1596022801,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:01:45.268,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022801_1_full.png,3e150ea6554112412f8fc5ad2c15b0d8e7cc7fbe6d445c1454468c2d2b7bc915,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022801.png,true,position_only
co-iss-n1596022861,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:02:45.267,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022861_1_full.png,c16b46759c3f4ac24320dc02c9323d6ae2a9bf851190566b8bef7e3c3e0cf7fe,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022861.png,true,position_only
co-iss-n1596022906,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:03:30.267,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596022906_1_full.png,4a20469cad3dbdcb99605149cabbee4b39bb7a04daf0d39d395356c5dcc92f0c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596022906.png,true,position_only
co-iss-n1596023045,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:05:49.266,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023045_1_full.png,e9a7c7cff84eef28c1059cf207e48286d3f54205986fe06da44c896bbc5435bf,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023045.png,true,position_only
co-iss-n1596023090,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:06:34.266,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023090_1_full.png,ab1c2d656c4e310d730371e3915bbb9e3e315d85111e4c3f12c06e4657e2c08c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023090.png,true,position_only
co-iss-n1596023150,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:07:34.265,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023150_1_full.png,0060ed739a69396ae2545d3245bd85b414abd96fbf3c041add3232e6d89c2db8,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023150.png,true,position_only
co-iss-n1596023195,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:08:19.265,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023195_1_full.png,0ca384ab840a708762d73434100f7b9a8a7f9f4d49148b428824d08ad189876c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023195.png,true,position_only
co-iss-n1596023255,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:09:19.265,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023255_1_full.png,1ae37a602202b98c488e7c9035031caeaf261aee4ee3b148bbfaec2694b6b382,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023255.png,true,position_only
co-iss-n1596023300,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:10:04.264,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023300_1_full.png,a179f2047a28e13b70da7cf05a92c36b3e2535cc6de6aeaa28c293b58820f0f9,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023300.png,true,position_only
co-iss-w1596023420,cassini,issna,saturn_rings,CLEAR,0.03,2008-07-29T11:12:04.253,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/W1596023420_1_full.png,3651692674ec1349d26fb4fb50912d9e3d6e9738407e57cae4d6f7853e5e3f6d,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1596023420.png,true,position_only
co-iss-n1596023484,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:13:08.263,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023484_1_full.png,918d97d83b22d1547026ab0d3381555d1498df9e5b80c8b1bff431d350d7c548,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023484.png,true,position_only
co-iss-n1596023544,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:14:08.262,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023544_1_full.png,d4a0f03554f2d942a1575e47498c69f95077f0fcf010f6a1b323e43e311ea64b,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023544.png,true,position_only
co-iss-n1596023589,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:14:53.262,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023589_1_full.png,d64a0b39b8ec0c57f8a75dad5f3a2c34668a9bb18ae5894e2a073c23b1e0c787,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023589.png,true,position_only
co-iss-n1596023649,cassini,issna,saturn_rings,CLEAR,0.02,2008-07-29T11:15:53.262,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2047/data/1596021469_1596023829/N1596023649_1_full.png,2b883a9914b96d964d22dc258a95b4124ffdd3964b5751880c606cc5d02841f2,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1596023649.png,true,position_only
co-iss-n1620045371,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T11:55:03.787,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045371_1_full.png,32bbbfe2729520b2a4d0fcab16aa8548fb8cf24a804c5eb0c371f574045f0d3c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045371.png,true,position_only
co-iss-n1620045439,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T11:56:11.787,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045439_1_full.png,264dd0c1310d08c682bc7bac9e7a068ccea5d449a7477365e9a69547797bea8b,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045439.png,true,position_only
co-iss-n1620045490,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T11:57:02.786,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045490_1_full.png,68d46a592911853b441c9b8b165d542bea37cca5b94c98e2bbe885fce0aac11d,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045490.png,true,position_only
co-iss-n1620045558,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T11:58:10.786,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045558_1_full.png,ba75c213fa7b133671486fad2137d2dd55aecbb22dc03ad22e2893026d8dff07,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045558.png,true,position_only
co-iss-n1620045609,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T11:59:01.786,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045609_1_full.png,f38846e2435ebf3fedf7e8131ec6262ae37628b03e46ba04ee6f17760ee1691f,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045609.png,true,position_only
co-iss-n1620045677,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T12:00:09.785,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045677_1_full.png,d333e9e631ce9c7ffe4bee1eb0a40744caa54452c36619cb3aea3b46f26b3cc9,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045677.png,true,position_only
co-iss-n1620045728,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T12:01:00.785,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045728_1_full.png,f93437a4e55068a94540e5b8ae879cea1e6d07755cac9b8c535ec4a8926bd9b7,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045728.png,true,position_only
co-iss-n1620045796,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T12:02:08.784,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045796_1_full.png,7a3607ad1668c0ba6bd6b1cb2245ce3f4322c2224e5dd4d05b432d3e48d01680,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045796.png,true,position_only
co-iss-n1620045847,cassini,issna,saturn_rings,CLEAR,0.26,2009-05-03T12:02:59.784,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620043675_1620206551/N1620045847_1_full.png,b34e6a7635e0c5e30cac684579739f1ba05d8b9e0d7bc0cf067a25e74ea6b73f,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620045847.png,true,position_only
co-iss-w1620479712,cassini,issna,saturn_rings,CLEAR,0.03,2009-05-08T12:34:01.909,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620479712_1_full.png,a2ccb38fb268fbcba70cd7b5e68651ff3a1a8472a0dc303500479ef03c55412a,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620479712.png,true,position_only
co-iss-w1620483493,cassini,issna,saturn_rings,CLEAR,0.03,2009-05-08T13:37:02.882,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620483493_1_full.png,f155c2196de5ae0fa6176ff4392c956d5871ed1295065ad81280e1d11b3fc9b9,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620483493.png,true,position_only
co-iss-w1620486673,cassini,issna,saturn_rings,CLEAR,0.03,2009-05-08T14:30:02.860,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620486673_1_full.png,cf05eafbbde560ad2f4907d2d9f0fb07678178bae060b6d34bb2bcc4c50caba5,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620486673.png,true,position_only
co-iss-w1620489314,cassini,issna,saturn_rings,CLEAR,0.03,2009-05-08T15:14:03.841,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620489314_1_full.png,25d17b61765ccc74337313bc657d91b1187af95234f0947bba47354d01c05d6e,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620489314.png,true,position_only
co-iss-w1620492590,cassini,issna,saturn_rings,CLEAR,0.03,2009-05-08T16:08:39.818,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620492590_1_full.png,0c82cbd8c80c194461bd72904ad4b84602ff72da3c0597e8bc691e65dd0f3547,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620492590.png,true,position_only
co-iss-w1620495938,cassini,issna,saturn_rings,CLEAR,0.03,2009-05-08T17:04:27.794,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620495938_1_full.png,8ed40343d7b662fc237bb5a95eb241d3b0abdef243239ad743a9b664190a835a,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620495938.png,true,position_only
co-iss-w1620498631,cassini,issna,saturn_rings,CLEAR,0.12,2009-05-08T17:49:20.685,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620498631_1_full.png,982d24eecffd188c9f87de14dc7c656626b340cd4ea508a4c40d74f2243f3537,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620498631.png,true,position_only
co-iss-w1620501931,cassini,issna,saturn_rings,CLEAR,0.06,2009-05-08T18:44:20.721,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620501931_1_full.png,f9ab5158adfd8cb9201d8accb73d3ebe4056a47496806c737518e183e1c98c08,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620501931.png,true,position_only
co-iss-w1620503760,cassini,issna,saturn_rings,CLEAR,0.06,2009-05-08T19:14:49.708,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/W1620503760_1_full.png,77919bd11270fd8509c9bd01da144d98eb8ae4174a11487177de9551f1f40a41,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-w1620503760.png,true,position_only
co-iss-n1620596046,cassini,issna,saturn_rings,CLEAR,0.82,2009-05-09T20:52:54.292,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620596046_1_full.png,3f387d926a5341ef1932a918df5f1569a84c3cd700a77328702509f6d641fd4e,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620596046.png,true,position_only
co-iss-n1620640112,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T09:07:19.599,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620640112_1_full.png,560027937aab997a751da089532dd6edb19ff2f45eb7da81b09321a155687201,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620640112.png,true,position_only
co-iss-n1620640892,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T09:20:19.593,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620640892_1_full.png,ca4d8e0b49c8876eff01fbb95e08a498d56e371875c2adb4423c5d7e4e21099c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620640892.png,true,position_only
co-iss-n1620641477,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T09:30:04.589,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620641477_1_full.png,a5abf5e3d0e3593e779e1be7bde47b09d51895f6ebb45fa1495557d74a8443a4,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620641477.png,true,position_only
co-iss-n1620642257,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T09:43:04.583,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620642257_1_full.png,c0080e807ea96d11965006500681fd932a5556a6a9f2bc905adbaed786d8920a,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620642257.png,true,position_only
co-iss-n1620642842,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T09:52:49.579,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620642842_1_full.png,ec35174e2ea3ea79cd21994bcd6cd65ce30f91e42a049fe49444b22feeeb81cb,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620642842.png,true,position_only
co-iss-n1620643622,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T10:05:49.574,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620643622_1_full.png,8e99f46edac080b4caaf672633c56e44a5aaf40ed45e91b4c0a9860bd7fa0a8d,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620643622.png,true,position_only
co-iss-n1620644207,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T10:15:34.569,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620644207_1_full.png,9ba095121b8ff2ff49f7a636929f62c282a1c7be7c86fa77cebe3e48aeedb0c4,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620644207.png,true,position_only
co-iss-n1620644987,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T10:28:34.564,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620644987_1_full.png,0f21aef3a40b1edfce83881d40d5df2947f5cc4d008585386b99580bf45aa6fc,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620644987.png,true,position_only
co-iss-n1620645572,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T10:38:19.560,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620645572_1_full.png,b14c3b7d23f0e38b89cdb3f8efb2a5351204647317c996f09d23adfce53ae9a4,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620645572.png,true,position_only
co-iss-n1620646352,cassini,issna,saturn_rings,CLEAR,1.2,2009-05-10T10:51:19.554,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2054/data/1620380865_1620646547/N1620646352_1_full.png,f62ce634cf5dca6486438ce1a43e578426e04cc40be15545b306b07e3689e41c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1620646352.png,true,position_only
co-iss-n1737253518,cassini,issna,saturn_rings,CLEAR,0.56,2013-01-19T01:31:09.429,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2080/data/1737189313_1737257412/N1737253518_1_full.png,3a4ad165904050f75f8be2a07becd27ae652f26412430ff4319cb9351a35df87,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1737253518.png,true,position_only
co-iss-n1737253990,cassini,issna,saturn_rings,CLEAR,0.56,2013-01-19T01:39:01.426,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2080/data/1737189313_1737257412/N1737253990_1_full.png,f8af371e0e056e8a5552c51e0a95303f4bb02a4db5687c24474525bb198c3981,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1737253990.png,true,position_only
co-iss-n1737254344,cassini,issna,saturn_rings,CLEAR,0.56,2013-01-19T01:44:55.424,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2080/data/1737189313_1737257412/N1737254344_1_full.png,1adb15e66dc97ee7e815a79c4f6bd0753c07f47094a159a9889c50ea3c2b54cb,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1737254344.png,true,position_only
co-iss-n1737254816,cassini,issna,saturn_rings,CLEAR,0.56,2013-01-19T01:52:47.421,Saturn Rings,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2080/data/1737189313_1737257412/N1737254816_1_full.png,13abade30253f46b8dbdedcfd2762538fdfff3b86bd68bc35f23edcd4cbb4f2f,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn_rings/images/co-iss-n1737254816.png,true,position_only
